"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"very small#strongnegative";"1";"16";"16";"very small";"A G";"very#458 small#68"
"very helpful#strongpositive";"1";"11";"11";"very helpful";"A G";"very#458 helpful#45"
"very comfortable#strongpositive";"1";"7";"7";"very comfortable";"A G";"very#458 comfortable#32"
"very spacious#strongpositive";"1";"5";"5";"very spacious";"A G";"very#458 spacious#13"
"too expensive#strongnegative";"1";"4";"4";"too expensive";"A G";"too#42 expensive#17"
"very warm#strongpositive";"1";"4";"4";"very warm";"A G";"very#458 warm#13"
"very helpfull#strongpositive";"1";"4";"4";"very helpfull";"A G";"very#458 helpfull#11"
"really great#strongpositive";"1";"4";"4";"really great";"A G";"really#92 great#156"
"quite slow#negative";"1";"3";"3";"quite slow";"A G";"quite#40 slow#7"
"below standard#negative";"1";"3";"3";"below standard";"P N";"below#5 standard#19"
"really friendly#strongpositive";"1";"3";"3";"really friendly";"A G";"really#92 friendly#126"
"ingeniously placed#positive";"1";"2";"2";"ingeniously place";"A V";"ingeniously#2 placed#5"
"always smiling#positive";"1";"2";"2";"always smiling";"A V";"always#46 smiling#7"
"very generous#strongpositive";"1";"2";"2";"very generous";"A G";"very#458 generous#4"
"really close#strongpositive";"1";"2";"2";"really close";"A G";"really#92 close#50"
"an insult#negative";"1";"2";"2";"a insult";"D N";"an#78 insult#2"
"absolutely wonderful#strongpositive";"1";"2";"2";"absolutely wonderful";"A G";"absolutely#18 wonderful#36"
"well maintained#positive";"1";"2";"2";"well maintain";"A V";"well#84 maintained#5"
"every evening#positive";"1";"2";"2";"every evening";"D N";"every#33 evening#14"
"just great#strongpositive";"1";"2";"2";"just great";"A G";"just#65 great#156"
"wonderfully decorated#strongpositive";"1";"2";"2";"wonderfully decorate";"A V";"wonderfully#4 decorated#7"
"not safe#negative";"1";"2";"2";"not safe";"A G";"not#259 safe#9"
"a disappointment#negative";"1";"2";"2";"a disappointment";"D N";"a#833 disappointment#4"
"really bad#strongnegative";"1";"2";"2";"really bad";"A G";"really#92 bad#33"
"always busy#negative";"1";"2";"2";"always busy";"A G";"always#46 busy#7"
"very limited#strongnegative";"1";"2";"2";"very limited";"A G";"very#458 limited#5"
"pleasantly surprised#positive";"1";"2";"2";"pleasantly surprised";"A G";"pleasantly#2 surprised#4"
"very reasonable#strongpositive";"1";"2";"2";"very reasonable";"A G";"very#458 reasonable#8"
"well equipped#positive";"1";"2";"2";"well equipped";"A V";"well#84 equipped#6"
"big enough#positive";"1";"2";"2";"big enough";"G A";"big#42 enough#31"
"pretty good#strongpositive";"1";"2";"2";"pretty good";"A G";"pretty#11 good#275"
"strongly recommend#strongpositive";"1";"2";"2";"strongly recommend";"A V";"strongly#3 recommend#39"
"good always#positive";"1";"2";"2";"good always";"G A";"good#275 always#46"
"well presented#positive";"1";"2";"2";"well present";"A V";"well#84 presented#3"
"rather noisy#negative";"1";"2";"2";"rather noisy";"A A";"rather#12 noisy#14"
"immaculately clean#strongpositive";"1";"2";"2";"immaculately clean";"A G";"immaculately#2 clean#131"
"wonderfully clean#strongpositive";"1";"2";"2";"wonderfully clean";"A G";"wonderfully#4 clean#131"
"quite small#negative";"1";"2";"2";"quite small";"A G";"quite#40 small#68"
"not impressive#negative";"1";"2";"2";"not impressive";"A G";"not#259 impressive#3"
"sensational located#strongpositive";"1";"1";"1";"sensational locate";"G V";"sensational#1 located#33"
"really gross#strongnegative";"1";"1";"1";"really gross";"A G";"really#92 gross#2"
"very dangerous#strongnegative";"1";"1";"1";"Very dangerous";"R G";"very#458 dangerous#2"
"absolutely unique#strongpositive";"1";"1";"1";"absolutely unique";"A G";"absolutely#18 unique#3"
"straight forward#positive";"1";"1";"1";"straight forward";"G A";"straight#4 forward#6"
"very interesting.in#strongpositive";"1";"1";"1";"very interesting.in";"A G";"very#458 interesting.in#1"
"quite swift#positive";"1";"1";"1";"quite swift";"A G";"quite#40 swift#1"
"loungy feel#negative";"1";"1";"1";"loungy feel";"G N";"loungy#1 feel#15"
"replinished daily#positive";"1";"1";"1";"replinished daily";"V A";"replinished#1 daily#10"
"buffet style#positive";"1";"1";"1";"buffet style";"N N";"buffet#14 style#9"
"wery friendly#strongpositive";"1";"1";"1";"wery friendly";"G G";"wery#1 friendly#126"
"not allow#negative";"1";"1";"1";"not allow";"A V";"not#259 allow#2"
"advise everyone#positive";"1";"1";"1";"advise everyone";"N N";"advise#4 everyone#9"
"very fast#strongpositive";"1";"1";"1";"very fast";"A G";"very#458 fast#9"
"really near#strongpositive";"1";"1";"1";"really near";"A P";"really#92 near#27"
"always available#positive";"1";"1";"1";"always available";"A G";"always#46 available#19"
"a paradise#strongpositive";"1";"1";"1";"a paradise";"D N";"a#833 paradise#4"
"really soft#negative";"1";"1";"1";"really soft";"A G";"really#92 soft#3"
"realy reliable#strongpositive";"1";"1";"1";"realy reliable";"A G";"realy#2 reliable#3"
"verry bad#strongnegative";"1";"1";"1";"verry bad";"A G";"verry#1 bad#33"
"a bonus#positive";"1";"1";"1";"a bonus";"D N";"a#833 bonus#1"
"extremely reasonable#strongpositive";"1";"1";"1";"extremely reasonable";"A G";"extremely#13 reasonable#8"
"not great#negative";"1";"1";"1";"not great";"A G";"not#259 great#156"
"very happy#strongpositive";"1";"1";"1";"Very happy";"R G";"very#458 happy#9"
"uncomfortable smell#negative";"1";"1";"1";"uncomfortable smell";"G N";"uncomfortable#3 smell#8"
"very sneaky#strongnegative";"1";"1";"1";"very sneaky";"A G";"very#458 sneaky#1"
"kindly helped#positive";"1";"1";"1";"kindly help";"A V";"kindly#2 helped#3"
"very capable#strongpositive";"1";"1";"1";"very capable";"A G";"very#458 capable#1"
"worn down#negative";"1";"1";"1";"wear down";"V A";"worn#1 down#19"
"constantly invaded#negative";"1";"1";"1";"constantly invade";"A V";"constantly#2 invaded#1"
"seven star#strongpositive";"1";"1";"1";"Seven star";"R N";"seven#3 star#27"
"only plus#positive";"1";"1";"1";"only plus";"G C";"only#84 plus#8"
"brilliant !#strongpositive";"1";"1";"1";"brilliant !";"G O";"brilliant#9 !#234"
"delightfully tranquil#strongpositive";"1";"1";"1";"delightfully tranquil";"A G";"delightfully#1 tranquil#1"
"excellent !#strongpositive";"1";"1";"1";"excellent !";"G O";"excellent#98 !#234"
"too steep#negative";"1";"1";"1";"too steep";"A G";"too#42 steep#3"
"not disappointed#positive";"1";"1";"1";"not disappointed";"A G";"not#259 disappointed#4"
"economically priced#positive";"1";"1";"1";"economically price";"A V";"economically#1 priced#4"
"always clean#strongpositive";"1";"1";"1";"always clean";"A G";"always#46 clean#131"
"unbelievable small#strongnegative";"1";"1";"1";"unbelievable small";"G G";"unbelievable#1 small#68"
"just worked#negative";"1";"1";"1";"just work";"A V";"just#65 worked#10"
"hardly working#negative";"1";"1";"1";"hardly work";"A V";"hardly#4 working#19"
"too huge#negative";"1";"1";"1";"too huge";"A G";"too#42 huge#10"
"extremly noisy#strongnegative";"1";"1";"1";"extremly noisy";"A G";"extremly#1 noisy#14"
"every night.#positive";"1";"1";"1";"every night.";"D N";"every#33 night.#1"
"most helpful#strongpositive";"1";"1";"1";"much helpful";"A G";"most#39 helpful#45"
"rather used#negative";"1";"1";"1";"rather use";"A V";"rather#12 used#11"
"my best#strongpositive";"1";"1";"1";"my good";"Q G";"my#141 best#64"
"really kind#strongpositive";"1";"1";"1";"really kind";"A G";"really#92 kind#19"
"no upgrade#negative";"1";"1";"1";"no upgrade";"D N";"no#105 upgrade#8"
"absolutely top#strongpositive";"1";"1";"1";"absolutely top";"A G";"absolutely#18 top#21"
"very beaituful#strongpositive";"1";"1";"1";"very beaituful";"A G";"very#458 beaituful#1"
"nothing extra#negative";"1";"1";"1";"nothing extra";"N G";"nothing#27 extra#11"
"very recommendable#strongpositive";"1";"1";"1";"Very recommendable";"R N";"very#458 recommendable#2"
"extremely clean#strongpositive";"1";"1";"1";"extremely clean";"A G";"extremely#13 clean#131"
"rather underwhelming#negative";"1";"1";"1";"rather underwhelm";"A V";"rather#12 underwhelming#1"
"perfume flavouring#negative";"1";"1";"1";"perfume flavouring";"N N";"perfume#3 flavouring#1"
"very suprised#strongpositive";"1";"1";"1";"very suprised";"A V";"very#458 suprised#1"
"very special#strongpositive";"1";"1";"1";"very special";"A G";"very#458 special#17"
"very great#strongpositive";"1";"1";"1";"very great";"A G";"very#458 great#156"
"beautiful !#strongpositive";"1";"1";"1";"beautiful !";"G O";"beautiful#31 !#234"
"no diversity#negative";"1";"1";"1";"no diversity";"D N";"no#105 diversity#2"
"friendly !#strongpositive";"1";"1";"1";"friendly !";"A O";"friendly#126 !#234"
"a scam#negative";"1";"1";"1";"a scam";"D N";"a#833 scam#1"
"really small#strongnegative";"1";"1";"1";"really small";"A G";"really#92 small#68"
"absolutely fantastic#strongpositive";"1";"1";"1";"absolutely fantastic";"A G";"absolutely#18 fantastic#22"
"very sunny#strongpositive";"1";"1";"1";"very sunny";"A G";"very#458 sunny#1"
"very cheap#strongpositive";"1";"1";"1";"very cheap";"A G";"very#458 cheap#19"
"hysterical !!!#strongnegative";"1";"1";"1";"HYSTERICAL !!!";"R O";"hysterical#1 !!!#8"
"very alive#positive";"1";"1";"1";"very alive";"A G";"very#458 alive#2"
"finest !#strongpositive";"1";"1";"1";"finest !";"G O";"finest#1 !#234"
"should have#negative";"1";"1";"1";"should have";"O V";"should#18 have#138"
"really confortable#strongpositive";"1";"1";"1";"really confortable";"A G";"really#92 confortable#3"
"only has#negative";"1";"1";"1";"only have";"A V";"only#84 has#28"
"not kind#negative";"1";"1";"1";"not kind";"A G";"not#259 kind#19"
"great design#strongpositive";"1";"1";"1";"great design";"G N";"great#156 design#6"
"with maisonette#positive";"1";"1";"1";"with maisonette";"P N";"with#296 maisonette#2"
"under construction#negative";"1";"1";"1";"under construction";"P N";"under#6 construction#2"
"absolutely clean#strongpositive";"1";"1";"1";"absolutely clean";"A G";"absolutely#18 clean#131"
"wasnt clean#negative";"1";"1";"1";"wasnt clean";"V G";"wasnt#1 clean#131"
"professional !#strongpositive";"1";"1";"1";"professional !";"G O";"professional#11 !#234"
"nothing modern#negative";"1";"1";"1";"nothing modern";"N G";"nothing#27 modern#26"
"especially great#strongpositive";"1";"1";"1";"especially great";"A G";"especially#25 great#156"
"no go#negative";"1";"1";"1";"no go";"D N";"no#105 go#51"
"loved staying#positive";"1";"1";"1";"love stay";"V V";"loved#6 staying#20"
"worked perfectly#strongpositive";"1";"1";"1";"work perfectly";"V A";"worked#10 perfectly#5"
"lovely furnished#positive";"1";"1";"1";"lovely furnished";"G N";"lovely#29 furnished#7"
"above average#positive";"1";"1";"1";"above average";"G N";"above#4 average#9"
"have rocks#negative";"1";"1";"1";"have rock";"V N";"have#138 rocks#1"
"neatly decorated#positive";"1";"1";"1";"neatly decorate";"A V";"neatly#1 decorated#7"
"new renovarted#positive";"1";"1";"1";"new renovarted";"G V";"new#20 renovarted#1"
"really cozy#strongpositive";"1";"1";"1";"really cozy";"A G";"really#92 cozy#5"
"not free#negative";"1";"1";"1";"not free";"A G";"not#259 free#42"
"the worse#strongnegative";"1";"1";"1";"the bad";"D G";"the#2027 worse#5"
"completely done.#strongpositive";"1";"1";"1";"completely done.";"A A";"completely#3 done.#1"
"quite tiny#negative";"1";"1";"1";"quite tiny";"A G";"quite#40 tiny#8"
"not large#negative";"1";"1";"1";"not large";"A G";"not#259 large#27"
"quite international#positive";"1";"1";"1";"quite international";"A G";"quite#40 international#4"
"bit rundown#negative";"1";"1";"1";"bit rundown";"N N";"bit#25 rundown#1"
"exceptionally comfy#strongpositive";"1";"1";"1";"exceptionally comfy";"A G";"exceptionally#4 comfy#6"
"could relax#positive";"1";"1";"1";"can relax";"O V";"could#42 relax#17"
"will like#positive";"1";"1";"1";"will like";"O V";"will#63 like#56"
"not reliable#negative";"1";"1";"1";"not reliable";"A G";"not#259 reliable#3"
"stay again#positive";"1";"1";"1";"stay again";"V A";"stay#129 again#58"
"quite bad#negative";"1";"1";"1";"quite bad";"A G";"quite#40 bad#33"
"good rated#positive";"1";"1";"1";"good rated";"G N";"good#275 rated#5"
"gentle enough#positive";"1";"1";"1";"gentle enough";"G N";"gentle#2 enough#31"
"very akward#strongnegative";"1";"1";"1";"Very akward";"R A";"very#458 akward#1"
"should get#negative";"1";"1";"1";"should get";"O V";"should#18 get#49"
"well run#positive";"1";"1";"1";"well run";"A V";"well#84 run#5"
"very slow#strongnegative";"1";"1";"1";"very slow";"A G";"very#458 slow#7"
"never seen#positive";"1";"1";"1";"never see";"A V";"never#23 seen#5"
"big variety#positive";"1";"1";"1";"big variety";"G N";"big#42 variety#13"
"really big#strongpositive";"1";"1";"1";"really big";"A G";"really#92 big#42"
"really load#strongnegative";"1";"1";"1";"really load";"A N";"really#92 load#2"
"so kind#positive";"1";"1";"1";"so kind";"A G";"so#118 kind#19"
"very gridlocked#strongnegative";"1";"1";"1";"very gridlocked";"A G";"very#458 gridlocked#1"
"not cheap#negative";"1";"1";"1";"not cheap";"A G";"not#259 cheap#19"
"absolutely alright#strongpositive";"1";"1";"1";"absolutely alright";"A A";"absolutely#18 alright#5"
"top class#strongpositive";"1";"1";"1";"top class";"G N";"top#21 class#3"
"the cheapest#positive";"1";"1";"1";"the cheapest";"D G";"the#2027 cheapest#1"
"too short#negative";"1";"1";"1";"too short";"A G";"too#42 short#19"
"well furbished#positive";"1";"1";"1";"well furbish";"A V";"well#84 furbished#1"
"very deteriorating#strongnegative";"1";"1";"1";"very deteriorate";"A V";"very#458 deteriorating#1"
"nicely made#positive";"1";"1";"1";"nicely make";"A V";"nicely#4 made#32"
"more pleasant#positive";"1";"1";"1";"more pleasant";"G G";"more#50 pleasant#13"
"quite expensive#negative";"1";"1";"1";"quite expensive";"A G";"quite#40 expensive#17"
"very colorful#strongpositive";"1";"1";"1";"very colourful";"A G";"very#458 colorful#1"
"recently refurbished#positive";"1";"1";"1";"recently refurbish";"A V";"recently#5 refurbished#1"
"just awesome#strongpositive";"1";"1";"1";"just awesome";"A G";"just#65 awesome#9"
"heavily stained#strongnegative";"1";"1";"1";"heavily stain";"A V";"heavily#1 stained#3"
"very vriendly#strongpositive";"1";"1";"1";"very vriendly";"A A";"very#458 vriendly#1"
"absolutely perfect#strongpositive";"1";"1";"1";"absolutely perfect";"A G";"absolutely#18 perfect#34"
"restocked daily#positive";"1";"1";"1";"restock daily";"V A";"restocked#1 daily#10"
"long distances#negative";"1";"1";"1";"long distance";"A N";"long#19 distances#1"
"quite noisy#positive";"1";"1";"1";"quite noisy";"A G";"quite#40 noisy#14"
"moved out#negative";"1";"1";"1";"move out";"V A";"moved#2 out#48"
"needs renovation#negative";"1";"1";"1";"needs renovation";"V N";"needs#14 renovation#7"
"not international#negative";"1";"1";"1";"not international";"A G";"not#259 international#4"
"rather poor#negative";"1";"1";"1";"rather poor";"A G";"rather#12 poor#27"
"different story#negative";"1";"1";"1";"different story";"G N";"different#16 story#1"
"really amasing#strongpositive";"1";"1";"1";"really amasing";"A G";"really#92 amasing#1"
"beside park#positive";"1";"1";"1";"beside park";"A N";"beside#3 park#24"
"needs refurb#negative";"1";"1";"1";"needs refurb";"V G";"needs#14 refurb#1"
"d go#negative";"1";"1";"1";"d go";"V V";"d#2 go#51"
"very quickly#strongpositive";"1";"1";"1";"very quickly";"A A";"very#458 quickly#6"
"perfectly located#strongpositive";"1";"1";"1";"perfectly locate";"A V";"perfectly#5 located#33"
"with holes#negative";"1";"1";"1";"with hole";"P N";"with#296 holes#1"
"not heated#negative";"1";"1";"1";"not heat";"A V";"not#259 heated#4"
"nothing grand#negative";"1";"1";"1";"Nothing Grand";"R R";"nothing#27 grand#10"
"always dirty#negative";"1";"1";"1";"always dirty";"A G";"always#46 dirty#13"
"not fresh#negative";"1";"1";"1";"not fresh";"A G";"not#259 fresh#10"
"works perfectly#strongpositive";"1";"1";"1";"work perfectly";"V A";"works#4 perfectly#5"
"extremely kind#strongpositive";"1";"1";"1";"extremely kind";"A G";"extremely#13 kind#19"
"definitely recommend#strongpositive";"1";"1";"1";"definitely recommend";"A V";"definitely#25 recommend#39"
"very satisfied#strongpositive";"1";"1";"1";"very satisfied";"A G";"very#458 satisfied#5"
"awfull hard#strongnegative";"1";"1";"1";"awfull hard";"G A";"awfull#1 hard#13"
"worked better#positive";"1";"1";"1";"work better";"V A";"worked#10 better#33"
"super relaxing#strongpositive";"1";"1";"1";"super relaxing";"G G";"super#16 relaxing#15"
"slow motion#negative";"1";"1";"1";"slow motion";"G N";"slow#7 motion#1"
"decent enough#positive";"1";"1";"1";"decent enough";"G N";"decent#8 enough#31"
"too dirty.entertainment#negative";"1";"1";"1";"too dirty.entertainment";"A G";"too#42 dirty.entertainment#1"
"so small#negative";"1";"1";"1";"so small";"A G";"so#118 small#68"
"worked fine#positive";"1";"1";"1";"worked fine";"G N";"worked#10 fine#15"
"very pleased#strongpositive";"1";"1";"1";"very pleased";"A G";"very#458 pleased#1"
"conveniently located#positive";"1";"1";"1";"conveniently locate";"A V";"conveniently#1 located#33"
"expensive option#negative";"1";"1";"1";"expensive option";"G N";"expensive#17 option#8"
"so worse#negative";"1";"1";"1";"so worse";"A G";"so#118 worse#5"
"never tried#negative";"1";"1";"1";"never try";"A V";"never#23 tried#7"
"not recommending#negative";"1";"1";"1";"not recommend";"A V";"not#259 recommending#1"
"everytime same#negative";"1";"1";"1";"everytime same";"A G";"everytime#1 same#12"
"6 euro.#negative";"1";"1";"1";"6 Euro.";"O R";"6#6 euro.#1"
"low value#negative";"1";"1";"1";"low value";"G N";"low#10 value#21"
"park view#positive";"1";"1";"1";"park view";"N N";"park#24 view#33"
"ervery morning#positive";"1";"1";"1";"Ervery morning";"R N";"ervery#1 morning#24"
"not variuos#negative";"1";"1";"1";"not variuos";"A N";"not#259 variuos#1"
"splendid view#strongpositive";"1";"1";"1";"splendid view";"G N";"splendid#3 view#33"
"recently restored#positive";"1";"1";"1";"recently restore";"A V";"recently#5 restored#1"
"very extensive#strongpositive";"1";"1";"1";"very extensive";"A G";"very#458 extensive#1"
"all comfort#positive";"1";"1";"1";"all comfort";"D N";"all#188 comfort#10"
"more quite#positive";"1";"1";"1";"much quite";"A A";"more#50 quite#40"
"certainly recommend#strongpositive";"1";"1";"1";"certainly recommend";"A V";"certainly#5 recommend#39"
"really lovely#strongpositive";"1";"1";"1";"really lovely";"A A";"really#92 lovely#29"
"very disapointed#strongnegative";"1";"1";"1";"very disapointed";"A G";"very#458 disapointed#1"
"a possibility#negative";"1";"1";"1";"a possibility";"D N";"a#833 possibility#1"
"quite servicable#positive";"1";"1";"1";"quite servicable";"A G";"quite#40 servicable#1"
"bit pricey#negative";"1";"1";"1";"bit pricey";"N G";"bit#25 pricey#1"
"very good.#strongpositive";"1";"1";"1";"very good.";"A G";"very#458 good.#2"
"10 min#positive";"1";"1";"1";"10 min";"O N";"10#8 min#4"
"very relaxing#strongpositive";"1";"1";"1";"very relaxing";"A G";"very#458 relaxing#15"
"not available#negative";"1";"1";"1";"not available";"A G";"not#259 available#19"
"marvellous !#strongpositive";"1";"1";"1";"marvellous !";"G O";"marvellous#1 !#234"
"are satisfied#positive";"1";"1";"1";"be satisfied";"V G";"are#218 satisfied#5"
"are down#negative";"1";"1";"1";"be down";"V A";"are#218 down#19"
"always nice#strongpositive";"1";"1";"1";"always nice";"A G";"always#46 nice#168"
"was impressed#strongpositive";"1";"1";"1";"be impress";"V V";"was#626 impressed#1"
"with sauna#positive";"1";"1";"1";"with sauna";"P N";"with#296 sauna#9"
